"product_id","product_category"
"2587","Makanan"
"2588","Makanan"
"2589","Lain-lain"
"2590","Makanan"
"2591","Makanan"
"2592","Makanan"
"2593","Makanan Kering"
"2595","Kecantikan & Kesihatan"
"2596","Makanan"
"2597","Makanan"
"2598","Lain-lain"
"2599","Lain-lain"
"2600","Makanan"
"2601","Makanan"
"2602","Makanan"
"2603","Makanan"
"2604","Makanan"
"2605","Makanan"
"2606","Makanan Kering"
"2607","Makanan"
"2608","Makanan"
"2609","Makanan Kering"
"2610","Makanan"
"2611","Makanan"
"2612","Lain-lain"
"2613","Makanan"
"2614","Lain-lain"
"2615","Makanan"
"2616","Lain-lain"
"2617","Makanan"
"2618","Makanan"
"2619","Lain-lain"
"2620","Makanan"
"2621","Lain-lain"
"2622","Makanan"
"2623","Pakaian"
"2624","Pakaian"
"2625","Pakaian"
"2626","Lain-lain"
"2627","Pakaian"
"2628","Makanan"
"2629","Makanan"
"2630","Makanan"
"2631","Makanan"
"2632","Lain-lain"
"2633","Lain-lain"
"2634","Lain-lain"
"2635","Makanan"
"2636","Makanan"
"2637","Makanan"
"2638","Makanan"
"2639","Pakaian"
"2640","Makanan"
"2641","Lain-lain"
"2642","Makanan"
"2643","Lain-lain"
"2644","Lain-lain"
"2645","Lain-lain"
"2646","Lain-lain"
"2647","Lain-lain"
"2648","Lain-lain"
"2649","Lain-lain"
"2650","Lain-lain"
"2651","Lain-lain"
"2652","Makanan"
"2653","Makanan"
"2654","Makanan"
"2655","Makanan"
"2656","Makanan"
"2657","Lain-lain"
"2658","Makanan"
"2659","Makanan"
"2661","Makanan Kering"
"2662","Makanan"
"2663","Makanan"
"2664","Makanan Kering"
"2665","Makanan Kering"
"2666","Makanan"
"2667","Makanan Kering"
"2668","Makanan"
"2669","Makanan"
"2670","Makanan"
"2671","Makanan"
"2672","Makanan"
"2673","Lain-lain"
"2674","Lain-lain"
"2675","Pakaian"
"2676","Pakaian"
"2677","Pakaian"
"2678","Lain-lain"
"2679","Pakaian"
"2680","Pakaian"
"2681","Pakaian"
"2682","Pakaian"
"2683","Makanan"
"2684","Makanan"
"2685","Lain-lain"
"2686","Makanan"
"2687","Lain-lain"
"2688","Makanan"
"2689","Makanan"
"2690","Makanan"
"2691","Makanan"
"2692","Makanan"
"2693","Makanan"
"2694","Makanan"
"2695","Makanan"
"2696","Lain-lain"
"2697","Makanan"
"2699","Makanan Kering"
"2700","Makanan"
"2701","Makanan"
"2702","Makanan"
"2703","Makanan"
"2704","Makanan"
"2705","Makanan"
"2706","Makanan"
"2707","Makanan Kering"
"2708","Makanan Kering"
"2709","Makanan Kering"
"2710","Makanan"
"2711","Makanan"
"2712","Makanan Kering"
"2713","Makanan"
"2714","Makanan Kering"
"2715","Makanan"
"2716","Perkhidmatan"
"2717","Lain-lain"
"2718","Makanan Kering"
"2719","Automobil"
"2720","Makanan"
"2721","Bahan Mentah"
"2722","Makanan"
"2723","Bahan Mentah"
"2724","Makanan"
"2725","Bahan Mentah"
"2726","Makanan"
"2727","Makanan"
"2728","Lain-lain"
"2729","Makanan"
"2730","Makanan"
"2731","Makanan"
"2733","Makanan"
"2734","Makanan"
"2735","Makanan"
"2736","Lain-lain"
"2737","Lain-lain"
"2738","Lain-lain"
"2739","Lain-lain"
"2740","Lain-lain"
"2741","Lain-lain"
"2742","Makanan"
"2744","Makanan"
"2745","Pakaian"
"2746","Pakaian"
"2747","Pakaian"
"2748","Lain-lain"
"2749","Pakaian"
"2750","Pakaian"
"2751","Lain-lain"
"2752","Lain-lain"
"2753","Pakaian"
"2754","Pakaian"
"2755","Makanan"
"2756","Makanan"
"2757","Lain-lain"
"2758","Makanan"
"2759","Makanan"
"2760","Makanan"
"2761","Makanan"
"2762","Makanan"
"2763","Makanan"
"2765","Makanan"
"2766","Makanan"
"2767","Pakaian"
"2768","Pakaian"
"2769","Makanan"
"2770","Bahan Mentah"
"2771","Makanan"
"2772","Lain-lain"
"2773","Makanan"
"2774","Lain-lain"
"2775","Lain-lain"
"2776","Lain-lain"
"2777","Lain-lain"
"2778","Lain-lain"
"2779","Lain-lain"
"2780","Lain-lain"
"2781","Lain-lain"
"2782","Lain-lain"
"2783","Lain-lain"
"2784","Lain-lain"
"2785","Makanan"
"2786","Lain-lain"
"2787","Lain-lain"
"2788","Lain-lain"
"2789","Lain-lain"
"2790","Lain-lain"
"2791","Lain-lain"
"2792","Makanan"
"2793","Lain-lain"
"2794","Makanan"
"2795","Makanan"
"2796","Makanan"
"2797","Makanan"
"2798","Lain-lain"
"2799","Makanan"
"2800","Lain-lain"
"2801","Lain-lain"
"2802","Makanan"
"2803","Lain-lain"
"2804","Makanan"
"2805","Pakaian"
"2806","Makanan"
"2807","Makanan"
"2808","Makanan"
"2809","Makanan"
"2810","Makanan"
"2811","Makanan"
"2812","Makanan"
"2813","Makanan"
"2814","Makanan Kering"
"2815","Bahan Mentah"
"2816","Makanan"
"2817","Makanan"
"2818","Bahan Mentah"
"2819","Makanan"
"2820","Lain-lain"
"2821","Makanan"
"2822","Lain-lain"
"2823","Lain-lain"
"2824","Lain-lain"
"2825","Lain-lain"
"2826","Bahan Mentah"
"2827","Lain-lain"
"2828","Makanan"
"2829","Pakaian"
"2830","Makanan"
"2831","Makanan Kering"
"2832","Makanan"
"2833","Makanan"
"2834","Makanan Kering"
"2835","Pakaian"
"2836","Pakaian"
"2837","Makanan"
"2838","Makanan"
"2839","Makanan"
"2840","Lain-lain"
"2841","Lain-lain"
"2842","Makanan"
"2843","Makanan"
"2844","Lain-lain"
"2845","Lain-lain"
"2846","Makanan"
"2847","Makanan"
"2848","Makanan"
"2849","Makanan"
"2850","Makanan"
"2851","Makanan"
"2852","Makanan"
"2853","Makanan"
"2854","Makanan"
"2855","Makanan"
"2856","Lain-lain"
"2857","Makanan"
"2858","Makanan"
"2859","Makanan"
"2860","Makanan"
"2861","Makanan"
"2862","Lain-lain"
"2863","Lain-lain"
"2864","Makanan"
"2865","Makanan"
"2866","Makanan"
"2867","Makanan Kering"
"2868","Makanan"
"2869","Lain-lain"
"2870","Makanan Kering"
"2871","Makanan"
"2872","Makanan"
"2873","Makanan"
"2874","Makanan"
"2875","Makanan"
"2876","Lain-lain"
"2877","Lain-lain"
"2878","Makanan"
"2879","Makanan Kering"
"2880","Makanan"
"2881","Makanan"
"2882","Makanan"
"2883","Makanan"
"2884","Makanan"
"2885","Makanan"
"2886","Lain-lain"
"2887","Lain-lain"
"2888","Makanan"
"2889","Lain-lain"
"2890","Lain-lain"
"2891","Makanan"
"2892","Makanan"
"2893","Makanan"
"2894","Makanan"
"2895","Lain-lain"
"2896","Makanan"
"2897","Lain-lain"
"2898","Makanan"
"2899","Lain-lain"
"2900","Lain-lain"
"2901","Lain-lain"
"2902","Makanan"
"2903","Makanan"
"2904","Makanan"
"2905","Makanan"
"2906","Makanan"
"2907","Makanan Kering"
"2908","Makanan"
"2909","Makanan"
"2910","Makanan"
"2911","Pakaian"
"2912","Makanan"
"2913","Pakaian"
"2914","Pakaian"
"2915","Pakaian"
"2916","Makanan"
"2917","Makanan"
"2918","Makanan"
"2919","Makanan"
"2920","Makanan"
"2921","Makanan"
"2922","Makanan"
"2923","Makanan"
"2924","Pakaian"
"2925","Lain-lain"
"2926","Makanan"
"2927","Lain-lain"
"2928","Lain-lain"
"2929","Lain-lain"
"2930","Lain-lain"
"2931","Lain-lain"
"2932","Lain-lain"
"2933","Lain-lain"
"2934","Lain-lain"
"2935","Makanan"
"2936","Makanan"
"2937","Lain-lain"
"2938","Makanan"
"2939","Makanan"
"2940","Makanan"
"2941","Makanan"
"2942","Makanan"
"2943","Makanan"
"2944","Makanan"
"2945","Makanan"
"2947","Makanan"
"2948","Lain-lain"
"2949","Lain-lain"
"2950","Lain-lain"
"2951","Pakaian"
"2952","Pakaian"
"2953","Bahan Mentah"
"2954","Pakaian"
"2955","Lain-lain"
"2956","Makanan"
"2957","Lain-lain"
"2958","Makanan"
"2959","Lain-lain"
"2960","Lain-lain"
"2961","Lain-lain"
"2962","Lain-lain"
"2963","Lain-lain"
"2964","Lain-lain"
"2965","Pakaian"
"2966","Pakaian"
"2967","Lain-lain"
"2968","Lain-lain"
"2969","Lain-lain"
"2970","Lain-lain"
"2971","Lain-lain"
"2972","Lain-lain"
"2973","Lain-lain"
"2974","Lain-lain"
"2975","Makanan"
"2976","Lain-lain"
"2977","Lain-lain"
"2978","Makanan"
"2979","Makanan"
"2980","Pakaian"
"2981","Lain-lain"
"2982","Makanan"
"2983","Lain-lain"
"2984","Lain-lain"
"2985","Makanan"
"2986","Lain-lain"
"2987","Lain-lain"
"2988","Makanan"
"2989","Lain-lain"
"2990","Makanan"
"2991","Makanan"
"2992","Lain-lain"
"2993","Lain-lain"
"2994","Bahan Mentah"
"2995","Makanan"
"2997","Makanan"
"2999","Makanan Kering"
"3002","Makanan"
"3003","Lain-lain"
"3005","Makanan"
"3006","Makanan"
"3007","Makanan"
"3009","Makanan Kering"
"3011","Makanan"
"3012","Makanan"
"3013","Makanan"
"3014","Makanan"
"3015","Makanan"
"3016","Makanan"
"3017","Makanan"
"3018","Makanan"
"3019","Makanan"
"3020","Makanan"
"3021","Makanan"
"3022","Makanan"
"3023","Makanan"
"3024","Makanan"
"3025","Makanan"
"3026","Makanan"
"3027","Lain-lain"
"3028","Makanan"
"3029","Makanan"
"3030","Makanan"
"3031","Makanan"
"3032","Makanan"
"3033","Makanan"
"3034","Lain-lain"
"3035","Makanan"
"3036","Makanan"
"3037","Lain-lain"
"3038","Makanan"
"3039","Lain-lain"
"3040","Lain-lain"
"3042","Lain-lain"
"3043","Makanan"
"3044","Lain-lain"
"3045","Makanan"
"3046","Makanan"
"3047","Lain-lain"
"3048","Makanan"
"3049","Makanan"
"3050","Makanan"
"3051","Makanan"
"3052","Makanan"
"3053","Makanan"
"3054","Makanan"
"3055","Makanan"
"3056","Makanan"
"3057","Makanan"
"3058","Lain-lain"
"3060","Pakaian"
"3061","Pakaian"
"3062","Pakaian"
"3063","Pakaian"
"3064","Pakaian"
"3065","Makanan"
"3066","Makanan"
"3067","Makanan"
"3068","Makanan"
"3069","Lain-lain"
"3070","Lain-lain"
"3071","Makanan"
"3072","Makanan"
"3073","Lain-lain"
"3074","Lain-lain"
"3075","Lain-lain"
"3076","Makanan Kering"
"3077","Lain-lain"
"3078","Makanan"
"3079","Makanan"
"3080","Lain-lain"
"3081","Makanan"
"3082","Lain-lain"
"3083","Makanan"
"3084","Makanan"
"3085","Lain-lain"
"3086","Bahan Mentah"
"3087","Makanan"
"3088","Lain-lain"
"3089","Makanan"
"3090","Lain-lain"
"3091","Pakaian"
"3092","Makanan Kering"
"3093","Makanan"
"3094","Lain-lain"
"3095","Makanan"
"3096","Makanan Kering"
"3097","Makanan Kering"
"3098","Makanan Kering"
"3099","Makanan Kering"
"3100","Makanan"
"3101","Makanan"
"3102","Lain-lain"
"3104","Makanan"
"3105","Makanan"
"3106","Makanan"
"3107","Makanan"
"3108","Makanan"
"3109","Makanan"
"3110","Makanan"
"3111","Makanan"
"3112","Makanan"
"3113","Makanan"
"3114","Makanan Kering"
"3115","Makanan Kering"
"3116","Makanan Kering"
"3117","Lain-lain"
"3118","Makanan Kering"
"3119","Lain-lain"
"3120","Lain-lain"
"3121","Lain-lain"
"3122","Lain-lain"
"3123","Lain-lain"
"3124","Lain-lain"
"3125","Lain-lain"
"3126","Makanan"
"3127","Lain-lain"
"3128","Lain-lain"
"3129","Makanan"
"3130","Makanan"
"3131","Makanan"
"3132","Makanan"
"3133","Makanan Kering"
"3134","Makanan"
"3135","Makanan"
"3136","Makanan"
"3137","Pakaian"
"3138","Makanan"
"3139","Makanan"
"3140","Makanan"
"3141","Makanan"
"3142","Pakaian"
"3143","Makanan"
"3144","Makanan"
"3145","Makanan"
"3146","Lain-lain"
"3147","Makanan"
"3148","Makanan"
"3149","Makanan"
"3150","Makanan"
"3151","Makanan"
"3152","Makanan"
"3153","Makanan"
"3154","Makanan"
"3155","Pakaian"
"3156","Makanan"
"3157","Makanan"
"3158","Makanan"
"3159","Makanan"
"3160","Makanan"
"3161","Makanan"
"3162","Makanan"
"3163","Makanan"
"3165","Makanan"
"3166","Makanan"
"3167","Makanan"
"3168","Makanan"
"3169","Makanan"
"3170","Makanan"
"3171","Makanan"
"3172","Makanan"
"3173","Makanan Kering"
"3174","Makanan"
"3175","Makanan"
"3176","Makanan Kering"
"3177","Makanan"
"3178","Makanan Kering"
"3179","Makanan Kering"
"3180","Makanan Kering"
"3181","Makanan"
"3182","Makanan"
"3183","Makanan"
"3184","Lain-lain"
"3185","Pakaian"
"3186","Makanan"
"3187","Lain-lain"
"3188","Makanan"
"3189","Makanan"
"3190","Makanan"
"3191","Makanan"
"3192","Makanan"
"3193","Lain-lain"
"3194","Lain-lain"
"3196","Makanan"
"3197","Makanan"
"3198","Makanan"
"3199","Makanan"
"3200","Makanan"
"3201","Makanan"
"3202","Makanan"
"3203","Makanan"
"3204","Makanan"
"3205","Lain-lain"
"3206","Makanan"
"3207","Makanan"
"3208","Makanan"
"3209","Makanan"
"3210","Makanan"
"3211","Makanan"
"3212","Pakaian"
"3213","Makanan"
"3214","Pakaian"
"3215","Makanan"
"3216","Makanan"
"3217","Makanan"
"3218","Makanan"
"3219","Makanan"
"3220","Makanan"
"3221","Makanan"
"3222","Makanan"
"3223","Makanan"
"3224","Makanan"
"3225","Makanan"
"3226","Makanan"
"3228","Makanan"
"3230","Makanan"
"3233","Makanan"
"3234","Makanan"
"3235","Makanan"
"3236","Makanan"
"3238","Makanan"
"3239","Lain-lain"
"3240","Makanan"
"3241","Makanan"
"3242","Lain-lain"
"3243","Makanan"
"3244","Makanan"
"3245","Makanan"
"3246","Makanan"
"3247","Makanan"
"3248","Makanan"
"3249","Makanan"
"3250","Makanan"
"3251","Makanan Kering"
"3252","Lain-lain"
"3253","Lain-lain"
"3254","Lain-lain"
"3255","Makanan"
"3256","Lain-lain"
"3257","Makanan"
"3258","Lain-lain"
"3259","Lain-lain"
"3260","Makanan"
"3261","Lain-lain"
"3262","Makanan"
"3263","Lain-lain"
"3264","Makanan"
"3265","Makanan"
"3266","Lain-lain"
"3267","Makanan Kering"
"3269","Makanan"
"3270","Lain-lain"
"3271","Makanan"
"3272","Makanan Kering"
"3273","Makanan"
"3274","Makanan"
"3275","Makanan"
"3276","Makanan"
"3277","Makanan"
"3278","Makanan"
"3279","Makanan"
"3280","Makanan"
"3281","Lain-lain"
"3282","Lain-lain"
"3283","Makanan"
"3284","Makanan"
"3285","Lain-lain"
"3286","Makanan"
"3287","Lain-lain"
"3288","Lain-lain"
"3289","Makanan"
"3290","Makanan"
"3291","Lain-lain"
"3292","Makanan"
"3293","Makanan"
"3295","Lain-lain"
"3296","Makanan"
"3297","Makanan Kering"
"3298","Pakaian"
"3299","Makanan"
"3300","Pakaian"
"3301","Makanan Kering"
"3302","Makanan"
"3303","Makanan"
"3304","Makanan"
"3305","Makanan"
"3306","Makanan"
"3307","Makanan"
"3308","Makanan"
"3309","Lain-lain"
"3310","Lain-lain"
"3311","Makanan"
"3312","Makanan"
"3313","Bahan Mentah"
"3314","Bahan Mentah"
"3316","Lain-lain"
"3318","Lain-lain"
"3319","Lain-lain"
"3320","Makanan"
"3321","Lain-lain"
"3322","Makanan"
"3323","Lain-lain"
"3324","Lain-lain"
"3326","Lain-lain"
"3327","Makanan"
"3328","Makanan"
"3329","Makanan"
"3330","Makanan"
"3331","Makanan"
"3332","Lain-lain"
"3333","Makanan"
"3334","Makanan"
"3335","Makanan"
"3336","Makanan"
"3338","Makanan"
"3339","Makanan"
"3340","Makanan"
"3341","Makanan"
"3342","Makanan"
"3343","Makanan"
"3344","Makanan"
"3345","Makanan"
"3346","Makanan"
"3347","Makanan"
"3348","Lain-lain"
"3349","Lain-lain"
"3351","Makanan"
"3352","Makanan"
"3353","Makanan"
"3354","Makanan"
"3355","Makanan"
"3356","Makanan"
"3357","Makanan"
"3358","Makanan"
"3359","Lain-lain"
"3360","Lain-lain"
"3361","Makanan"
"3362","Lain-lain"
"3363","Makanan"
"3364","Lain-lain"
"3365","Lain-lain"
"3366","Lain-lain"
"3367","Pakaian"
"3368","Makanan"
"3369","Makanan"
"3370","Makanan"
"3371","Makanan"
"3372","Makanan"
"3373","Makanan"
"3374","Makanan"
"3375","Makanan"
"3376","Makanan"
"3377","Lain-lain"
"3378","Lain-lain"
"3379","Lain-lain"
"3380","Lain-lain"
"3381","Lain-lain"
"3382","Makanan"
"3383","Lain-lain"
"3384","Makanan"
"3385","Lain-lain"
"3386","Lain-lain"
"3387","Bahan Mentah"
"3388","Lain-lain"
"3389","Bahan Mentah"
"3390","Bahan Mentah"
"3391","Bahan Mentah"
"3392","Lain-lain"
"3393","Makanan"
"3394","Makanan"
"3395","Lain-lain"
"3396","Lain-lain"
"3397","Lain-lain"
"3398","Lain-lain"
"3399","Lain-lain"
"3400","Lain-lain"
"3401","Lain-lain"
"3402","Makanan"
"3403","Lain-lain"
"3404","Makanan"
"3405","Makanan"
"3406","Makanan"
"3407","Makanan"
"3408","Lain-lain"
"3409","Pakaian"
"3410","Pakaian"
"3411","Pakaian"
"3412","Pakaian"
"3413","Makanan"
"3414","Makanan"
"3415","Makanan"
"3416","Makanan Kering"
"3417","Lain-lain"
"3418","Makanan"
"3419","Lain-lain"
"3420","Lain-lain"
"3421","Lain-lain"
"3422","Bahan Mentah"
"3423","Makanan"
"3424","Lain-lain"
"3425","Lain-lain"
"3426","Lain-lain"
"3427","Lain-lain"
"3428","Lain-lain"
"3429","Lain-lain"
"3430","Lain-lain"
"3431","Makanan"
"3432","Lain-lain"
"3433","Makanan"
"3434","Makanan"
"3435","Lain-lain"
"3436","Makanan"
"3437","Makanan"
"3438","Makanan"
"3439","Makanan"
"3440","Makanan"
"3441","Makanan"
"3442","Makanan"
"3443","Makanan"
"3444","Makanan"
"3446","Makanan"
"3449","Makanan"
"3450","Makanan"
"3451","Makanan"
"3452","Makanan"
"3453","Makanan"
"3454","Makanan"
"3456","Makanan"
"3457","Makanan"
"3458","Makanan"
"3459","Makanan"
"3460","Lain-lain"
"3461","Bahan Mentah"
"3462","Makanan Kering"
"3463","Lain-lain"
"3464","Makanan"
"3465","Makanan"
"3466","Makanan"
"3467","Makanan"
"3468","Makanan"
"3469","Makanan"
"3470","Makanan"
"3471","Makanan"
"3472","Lain-lain"
"3473","Makanan"
"3474","Makanan"
"3475","Bahan Mentah"
"3476","Lain-lain"
"3477","Makanan"
"3478","Lain-lain"
"3479","Lain-lain"
"3480","Lain-lain"
"3481","Lain-lain"
"3482","Lain-lain"
"3483","Makanan"
"3484","Lain-lain"
"3485","Lain-lain"
"3486","Lain-lain"
"3487","Makanan"
"3488","Makanan"
"3489","Lain-lain"
"3490","Makanan"
"3491","Lain-lain"
"3492","Makanan"
"3493","Pakaian"
"3496","Lain-lain"
"3497","Lain-lain"
"3498","Makanan"
"3499","Makanan"
"3500","Makanan Kering"
"3501","Lain-lain"
"3502","Lain-lain"
"3503","Lain-lain"
"3504","Lain-lain"
"3505","Makanan"
"3506","Makanan"
"3507","Lain-lain"
"3508","Makanan"
"3509","Makanan"
"3510","Makanan"
"3511","Makanan Kering"
"3512","Lain-lain"
"3513","Lain-lain"
"3514","Makanan Kering"
"3515","Lain-lain"
"3516","Lain-lain"
"3517","Makanan"
"3518","Lain-lain"
"3519","Lain-lain"
"3520","Lain-lain"
"3521","Lain-lain"
"3522","Lain-lain"
"3523","Lain-lain"
"3524","Lain-lain"
"3525","Makanan"
"3526","Makanan"
"3527","Makanan"
"3528","Makanan Kering"
"3529","Lain-lain"
"3530","Lain-lain"
"3531","Makanan"
"3532","Lain-lain"
"3533","Makanan"
"3534","Makanan"
"3535","Makanan"
"3536","Bahan Mentah"
"3537","Makanan"
"3538","Makanan"
"3539","Lain-lain"
"3540","Makanan"
"3541","Lain-lain"
"3542","Lain-lain"
"3543","Makanan"
"3544","Lain-lain"
"3545","Lain-lain"
"3546","Lain-lain"
"3547","Makanan"
"3550","Lain-lain"
"3551","Lain-lain"
"3552","Lain-lain"
"3554","Pakaian"
"3555","Lain-lain"
"3556","Lain-lain"
"3557","Lain-lain"
"3558","Lain-lain"
"3561","Lain-lain"
"3562","Pakaian"
"3563","Makanan"
"3564","Makanan"
"3565","Makanan"
"3566","Makanan"
"3567","Makanan"
"3568","Pakaian"
"3569","Pakaian"
"3570","Lain-lain"
"3571","Lain-lain"
"3572","Makanan"
"3573","Makanan"
"3574","Makanan"
"3575","Makanan"
"3576","Makanan"
"3577","Makanan"
"3578","Makanan"
"3579","Makanan"
"3580","Makanan"
"3581","Makanan"
"3582","Makanan"
"3583","Makanan"
"3584","Makanan"
"3585","Makanan"
"3586","Makanan"
"3587","Makanan"
"3588","Makanan"
"3589","Makanan"
"3590","Makanan"
"3591","Makanan"
"3592","Makanan"
"3593","Makanan"
"3594","Makanan"
"3595","Makanan"
"3596","Makanan"
"3597","Makanan"
"3598","Makanan"
"3599","Makanan"
"3600","Makanan"
"3601","Makanan"
"3602","Makanan"
"3603","Makanan"
"3604","Makanan"
"3605","Makanan"
"3606","Makanan"
"3607","Makanan"
"3608","Makanan"
"3609","Lain-lain"
"3610","Lain-lain"
"3611","Lain-lain"
"3612","Lain-lain"
"3613","Lain-lain"
"3614","Lain-lain"
"3616","Lain-lain"
"3617","Lain-lain"
"3618","Lain-lain"
"3619","Makanan"
"3620","Makanan"
"3621","Makanan"
"3622","Lain-lain"
"3623","Lain-lain"
"3624","Pakaian"
"3625","Pakaian"
"3626","Pakaian"
"3627","Pakaian"
"3628","Pakaian"
"3629","Pakaian"
"3630","Pakaian"
"3631","Makanan"
"3632","Makanan"
"3633","Makanan"
"3634","Makanan"
"3635","Pakaian"
"3636","Pakaian"
"3637","Makanan"
"3638","Pakaian"
"3639","Lain-lain"
"3640","Makanan"
"3641","Makanan Kering"
"3642","Makanan"
"3643","Makanan"
"3644","Makanan"
"3645","Makanan"
"3646","Makanan"
"3647","Makanan"
"3648","Bahan Mentah"
"3649","Bahan Mentah"
"3650","Makanan"
"3651","Bahan Mentah"
"3652","Bahan Mentah"
"3653","Makanan"
"3654","Makanan"
"3655","Bahan Mentah"
"3656","Makanan"
"3657","Bahan Mentah"
"3658","Bahan Mentah"
"3659","Makanan"
"3660","Bahan Mentah"
"3661","Makanan"
"3662","Bahan Mentah"
"3663","Makanan"
"3664","Makanan"
"3665","Makanan"
"3666","Bahan Mentah"
"3667","Makanan"
"3668","Bahan Mentah"
"3669","Bahan Mentah"
"3670","Bahan Mentah"
"3671","Bahan Mentah"
"3672","Bahan Mentah"
"3673","Bahan Mentah"
"3674","Bahan Mentah"
"3675","Pakaian"
"3676","Makanan"
"3677","Makanan"
"3678","Makanan"
"3679","Makanan"
"3681","Lain-lain"
"3682","Bahan Mentah"
"3683","Lain-lain"
"3684","Lain-lain"
"3685","Lain-lain"
"3686","Bahan Mentah"
"3687","Makanan"
"3688","Lain-lain"
"3689","Makanan"
"3690","Lain-lain"
"3691","Lain-lain"
"3692","Makanan"
"3693","Makanan"
"3694","Makanan"
"3695","Makanan"
"3697","Makanan"
"3698","Makanan"
"3699","Makanan"
"3700","Makanan"
"3701","Makanan"
"3702","Makanan"
"3703","Makanan"
"3704","Makanan"
"3705","Makanan"
"3706","Makanan"
"3707","Makanan"
"3708","Makanan"
"3709","Makanan"
"3710","Makanan"
"3711","Makanan"
"3712","Makanan Kering"
"3713","Makanan Kering"
"3714","Makanan"
"3715","Makanan Kering"
"3716","Makanan Kering"
"3717","Makanan Kering"
"3718","Makanan"
"3719","Makanan"
"3720","Pakaian"
"3729","Pakaian"
"3731","Pakaian"
"3732","Bahan Mentah"
"3733","Pakaian"
"3734","Bahan Mentah"
"3735","Bahan Mentah"
"3736","Makanan"
"3737","Makanan"
"3738","Makanan"
"3741","Makanan"
"3742","Makanan"
"3743","Makanan"
"3744","Makanan"
"3747","Lain-lain"
"3749","Makanan"
"3750","Makanan"
"3751","Makanan"
"3752","Makanan"
"3753","Makanan"
"3754","Makanan"
"3755","Makanan"
"3756","Makanan"
"3757","Makanan"
"3758","Makanan"
"3759","Makanan"
"3761","Makanan Kering"
"3762","Makanan"
"3763","Makanan"
"3764","Makanan"
"3765","Makanan"
"3766","Makanan"
"3767","Makanan"
"3768","Makanan"
"3769","Makanan"
"3770","Makanan"
"3771","Makanan"
"3772","Makanan"
"3773","Makanan"
"3774","Makanan"
"3775","Makanan"
"3776","Makanan"
"3777","Makanan"
"3778","Makanan"
"3779","Makanan"
"3780","Makanan"
"3781","Makanan"
"3782","Makanan"
"3783","Makanan"
"3784","Makanan"
"3785","Makanan"
"3786","Makanan"
"3787","Lain-lain"
"3788","Lain-lain"
"3789","Lain-lain"
"3790","Lain-lain"
"3791","Lain-lain"
"3792","Lain-lain"
"3794","Makanan"
"3795","Makanan"
"3796","Lain-lain"
"3797","Makanan"
"3798","Lain-lain"
"3799","Lain-lain"
"3800","Makanan"
"3801","Makanan"
"3802","Makanan"
"3803","Makanan"
"3804","Makanan"
"3805","Makanan Kering"
"3806","Makanan"
"3807","Makanan"
"3808","Makanan"
"3809","Makanan Kering"
"3810","Makanan Kering"
"3811","Makanan"
"3812","Makanan"
"3813","Lain-lain"
"3814","Makanan"
"3815","Lain-lain"
"3816","Makanan"
"3817","Makanan"
"3819","Makanan"
"3820","Makanan"
"3821","Makanan"
"3822","Makanan"
"3823","Makanan"
"3824","Makanan"
"3825","Makanan"
"3826","Makanan"
"3827","Lain-lain"
"3828","Makanan"
"3829","Makanan"
"3830","Makanan"
"3831","Makanan"
"3832","Makanan"
"3833","Lain-lain"
"3836","Makanan"
"3837","Makanan"
"3838","Makanan"
"3839","Makanan"
"3840","Makanan"
"3841","Makanan"
"3842","Makanan"
"3843","Makanan"
"3844","Makanan"
"3845","Pakaian"
"3846","Makanan"
"3847","Lain-lain"
"3848","Makanan"
"3849","Makanan"
"3850","Lain-lain"
"3851","Makanan"
"3852","Lain-lain"
"3853","Makanan"
"3854","Lain-lain"
"3855","Lain-lain"
"3856","Makanan"
"3857","Makanan"
"3858","Makanan"
"3859","Makanan"
"3860","Makanan"
"3861","Makanan"
"3862","Makanan"
"3863","Makanan"
"3864","Makanan Kering"
"3865","Makanan"
"3866","Makanan"
"3867","Makanan"
"3868","Makanan"
"3869","Makanan"
"3870","Makanan"
"3871","Makanan"
"3872","Makanan"
"3873","Makanan"
"3874","Lain-lain"
"3875","Makanan"
"3876","Makanan"
"3877","Makanan"
"3878","Makanan"
"3879","Makanan"
"3880","Makanan"
"3881","Makanan Kering"
"3882","Pakaian"
"3883","Pakaian"
"3884","Pakaian"
"3885","Pakaian"
"3886","Makanan"
"3887","Pakaian"
"3888","Pakaian"
"3889","Pakaian"
"3890","Pakaian"
"3891","Makanan"
"3892","Lain-lain"
"3893","Lain-lain"
"3894","Lain-lain"
"3895","Lain-lain"
"3896","Lain-lain"
"3897","Lain-lain"
"3898","Lain-lain"
"3899","Makanan"
"3900","Makanan"
"3901","Lain-lain"
"3902","Makanan"
"3903","Lain-lain"
"3904","Makanan"
"3905","Bahan Mentah"
"3907","Makanan"
"3908","Makanan"
"3909","Makanan"
"3910","Makanan"
"3911","Makanan"
"3912","Makanan"
"3913","Makanan"
"3914","Makanan"
"3915","Makanan"
"3916","Makanan"
"3917","Makanan"
"3918","Makanan"
"3919","Makanan"
"3920","Makanan"
"3921","Makanan"
"3922","Makanan"
"3923","Bahan Mentah"
"3924","Makanan"
"3925","Bahan Mentah"
"3927","Makanan"
"3928","Makanan"
"3929","Pakaian"
"3930","Makanan"
"3931","Makanan"
"3932","Lain-lain"
"3933","Makanan"
"3934","Makanan"
"3935","Lain-lain"
"3936","Lain-lain"
