"id","order_status","order_list","total_price","order_paid","day","time"
"153","11","""{\""order\"":[{\""product_id\"":809,\""quantity\"":1,\""product_name\"":\""Ice Bars berperisa Mangga\"",\""unit\"":\""Pek\"",\""price\"":10,\""mode_delivery\"":\""2\"",\""merchant_id\"":487,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/487-1602836369472.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201017%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201017T073025Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=363e7f847d5fb46eecd19feaf560752dfe18c5bcbe903aff44580345147547fd\"",\""photo\"":\""487-1602836369472.png\"",\""product_category_id\"":1}]}""","10.00","1","Sat","15:30:48"
"154","10","""{\""order\"":[{\""product_id\"":1325,\""quantity\"":1,\""product_name\"":\""Superfood: Signature Protein Bowl\"",\""unit\"":\""Unit\"",\""price\"":15,\""mode_delivery\"":\""1\"",\""merchant_id\"":408,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/408-1602928104559.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201017%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201017T102244Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c3f16352b107e60d99a6c1ccd5c7a4273c9665a426e48da40113a566be525299\"",\""photo\"":\""408-1602928104559.png\"",\""product_category_id\"":1}]}""","15.00","0","Sat","18:23:18"
"155","11","""{\""order\"":[{\""product_id\"":781,\""quantity\"":1,\""product_name\"":\""FishQib Fillet\"",\""unit\"":\""Unit\"",\""price\"":12,\""mode_delivery\"":\""2\"",\""merchant_id\"":461,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/461-1602834081614.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201017%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201017T114443Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=80df2bd69b3ec02290b70a464a4a146446b3376fce0d329116a12190c01d52fc\"",\""photo\"":\""461-1602834081614.png\"",\""product_category_id\"":1}]}""","12.00","1","Sat","19:45:25"
"156","11","""{\""order\"":[{\""product_id\"":994,\""quantity\"":1,\""product_name\"":\""Classic Choc Chip\"",\""unit\"":\""Kg\"",\""price\"":19,\""mode_delivery\"":\""1\"",\""merchant_id\"":582,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/582-1602853946047.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201017%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201017T135842Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=5cf64f4468c968cc91f254c9eacb3089f7413ee7980951959a89d768fb0c02cb\"",\""photo\"":\""582-1602853946047.png\"",\""product_category_id\"":1}]}""","19.00","1","Sat","21:59:40"
"157","3","""{\""order\"":[{\""product_id\"":862,\""quantity\"":1,\""product_name\"":\""Ayam pedas\"",\""unit\"":\""Unit\"",\""price\"":3.8,\""mode_delivery\"":\""2\"",\""merchant_id\"":511,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/511-1602841563218.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201017%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201017T223531Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=fcbe7e00606eedf79728c37141419826d07f8ce24cbca16aec9b698c440ad32d\"",\""photo\"":\""511-1602841563218.png\"",\""product_category_id\"":1}]}""","3.80","0","Sun","06:36:36"
"158","11","""{\""order\"":[{\""product_id\"":459,\""quantity\"":1,\""product_name\"":\""Keropok Baby\"",\""unit\"":\""Pek\"",\""price\"":13,\""mode_delivery\"":\""1\"",\""merchant_id\"":305,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/305-1602807680789.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T021138Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c823ab0fa68f23357d0736c044438f3035d4c39e9a33186c31ed5c5e2df79bfc\"",\""photo\"":\""305-1602807680789.png\"",\""product_category_id\"":3}]}""","13.00","1","Sun","10:13:24"
"159","8","""{\""order\"":[{\""product_id\"":1275,\""quantity\"":1,\""product_name\"":\""T-Shirt LEVIS\"",\""unit\"":\""Unit\"",\""price\"":45,\""mode_delivery\"":\""1\"",\""merchant_id\"":707,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/707-1602918253733.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T025042Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d81894912fb94e4ba4d6f7accad03b0e12d2f089a59102d3c97a70596f9d531c\"",\""photo\"":\""707-1602918253733.png\"",\""product_category_id\"":4}]}""","45.00","0","Sun","10:52:32"
"163","11","""{\""order\"":[{\""product_id\"":109,\""quantity\"":1,\""product_name\"":\""Keropok lekor vacuum\"",\""unit\"":\""Pek\"",\""price\"":10,\""mode_delivery\"":\""1\"",\""merchant_id\"":93,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/93-1602757977674.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T055354Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=9dfdac3e6ae2b815c8445e1006ab00ca10fac5cea017ea1c7782362f7106581f\"",\""photo\"":\""93-1602757977674.png\"",\""product_category_id\"":1},{\""product_id\"":1427,\""quantity\"":1,\""product_name\"":\""Satar Frozen\"",\""unit\"":\""Pek\"",\""price\"":15,\""mode_delivery\"":\""1\"",\""merchant_id\"":93,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/93-1602987243598.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T055424Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b529051f77b805b9397b7fca81ab71e3caa98b1ab11f1b7c5d098fa410f05b46\"",\""photo\"":\""93-1602987243598.png\"",\""product_category_id\"":1}]}""","25.00","1","Sun","13:54:43"
"164","11","""{\""order\"":[{\""product_id\"":451,\""quantity\"":2,\""product_name\"":\""COCHOJERR BABYCRUNCH\"",\""unit\"":\""Unit\"",\""price\"":30,\""mode_delivery\"":\""1\"",\""merchant_id\"":297,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/297-1602894950977.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T060955Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b0b3764af1fd4950380144a9ef2ca3470a07aa605777a9cefc46651761479b6f\"",\""photo\"":\""297-1602894950977.png\"",\""product_category_id\"":1},{\""product_id\"":1147,\""quantity\"":2,\""product_name\"":\""CHOCOJERR ORIGINAL\"",\""unit\"":\""Unit\"",\""price\"":30,\""mode_delivery\"":\""1\"",\""merchant_id\"":297,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/297-1602897321535.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T061031Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=ca5f042524f518f2a390a17174f85b4078b9f77ea19ec48a027e9be0b94fb894\"",\""photo\"":\""297-1602897321535.png\"",\""product_category_id\"":1}]}""","60.00","1","Sun","14:10:53"
"165","8","""{\""order\"":[{\""product_id\"":827,\""quantity\"":1,\""product_name\"":\""Airpod gen 2\"",\""unit\"":\""Unit\"",\""price\"":180,\""mode_delivery\"":\""1\"",\""merchant_id\"":500,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/500-1602838009128.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T070056Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b41d86d04347038c5749132252793e7e6710dc39772eb9cc040a7ae8c9e3e86e\"",\""photo\"":\""500-1602838009128.png\"",\""product_category_id\"":5}]}""","180.00","0","Sun","15:01:50"
"166","10","""{\""order\"":[{\""product_id\"":1533,\""quantity\"":1,\""product_name\"":\""Cheesetart 25pcs (Order Sehari Sebelum)\"",\""unit\"":\""Pek\"",\""price\"":23,\""mode_delivery\"":\""2\"",\""merchant_id\"":812,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/812-1603004130264.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T070839Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=5ff40efbfa51308c8a0a21ebe0eab8fb3f38eef1a7ba4ceeafa6b1c352fd3327\"",\""photo\"":\""812-1603004130264.png\"",\""product_category_id\"":1}]}""","23.00","0","Sun","15:09:14"
"167","3","""{\""order\"":[{\""product_id\"":299,\""quantity\"":1,\""product_name\"":\""Arbex Battery NS60/L\"",\""unit\"":\""Unit\"",\""price\"":180,\""mode_delivery\"":\""1\"",\""merchant_id\"":37,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/37-1602770075381.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T084540Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=166a85bc6ff4ca2b32e5836303de702d2f2eb25bcd588a7d9eb85c8d1d2bd26d\"",\""photo\"":\""37-1602770075381.png\"",\""product_category_id\"":5}]}""","180.00","0","Sun","16:46:44"
"168","11","""{\""order\"":[{\""product_id\"":459,\""quantity\"":1,\""product_name\"":\""Keropok Baby\"",\""unit\"":\""Pek\"",\""price\"":13,\""mode_delivery\"":\""1\"",\""merchant_id\"":305,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/305-1602807680789.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T101029Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=1ed773d2326ce7956a3c74fbd655dcc3c759ec6013dc8e66697dfb1e7945ea3a\"",\""photo\"":\""305-1602807680789.png\"",\""product_category_id\"":3}]}""","13.00","1","Sun","18:11:17"
"169","11","""{\""order\"":[{\""product_id\"":781,\""quantity\"":1,\""product_name\"":\""FishQib Fillet\"",\""unit\"":\""Unit\"",\""price\"":12,\""mode_delivery\"":\""2\"",\""merchant_id\"":461,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/461-1602834081614.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T110152Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=32a8882d9894e5dc310112eaa6ede1eec4c18058f2da8b9a9805e336742dd69a\"",\""photo\"":\""461-1602834081614.png\"",\""product_category_id\"":1}]}""","12.00","1","Sun","19:04:05"
"170","11","""{\""order\"":[{\""product_id\"":1576,\""quantity\"":1,\""product_name\"":\""Sambal Giler Kentang\"",\""unit\"":\""Unit\"",\""price\"":18,\""mode_delivery\"":\""2\"",\""merchant_id\"":829,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/829-1603010371889.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T114428Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=22bf30428237b9eb4f38ac651260288d0634402f5dff8009675c6199ca43dcc3\"",\""photo\"":\""829-1603010371889.png\"",\""product_category_id\"":1}]}""","18.00","1","Sun","19:45:13"
"171","11","""{\""order\"":[{\""product_id\"":1605,\""quantity\"":1,\""product_name\"":\""Banana Yogurt Cheesecake\"",\""unit\"":\""Pek\"",\""price\"":13,\""mode_delivery\"":\""1\"",\""merchant_id\"":843,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/843-1603017837603.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T114422Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=bd71849463b50ecec028d1459c617b57efe57db22ed62e7d2a80127850a831ae\"",\""photo\"":\""843-1603017837603.png\"",\""product_category_id\"":1}]}""","13.00","1","Sun","19:45:15"
"173","11","""{\""order\"":[{\""product_id\"":1611,\""quantity\"":1,\""product_name\"":\""3-in-1 Cable Charger\"",\""unit\"":\""Unit\"",\""price\"":15,\""mode_delivery\"":\""2\"",\""merchant_id\"":850,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/850-1603021196590.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T124759Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=3c67b23a57ac5379aa5f95616956dd2db50dff9232f6d7936b2eb341d1b4e5a3\"",\""photo\"":\""850-1603021196590.png\"",\""product_category_id\"":5}]}""","15.00","1","Sun","20:48:57"
"174","11","""{\""order\"":[{\""product_id\"":809,\""quantity\"":1,\""product_name\"":\""Ice Bars perisa Mangga\"",\""unit\"":\""Pek\"",\""price\"":10,\""mode_delivery\"":\""2\"",\""merchant_id\"":487,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/487-1602836369472.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T142533Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=684ccd49e83ddd6ad8f71760247aaa48f91c6f468c46b70d03839a4dad55f7fc\"",\""photo\"":\""487-1602836369472.png\"",\""product_category_id\"":1}]}""","10.00","1","Sun","22:28:02"
"175","11","""{\""order\"":[{\""product_id\"":807,\""quantity\"":5,\""product_name\"":\""Ice Bars Perisa Strawberry\"",\""unit\"":\""Pek\"",\""price\"":50,\""mode_delivery\"":\""2\"",\""merchant_id\"":487,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/487-1602836236719.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T144019Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=eee24457970a164200e88b9c261dfc49a5b886ede194e2fcf2ccccadba46a9dc\"",\""photo\"":\""487-1602836236719.png\"",\""product_category_id\"":1},{\""product_id\"":809,\""quantity\"":5,\""product_name\"":\""Ice Bars perisa Mangga\"",\""unit\"":\""Pek\"",\""price\"":50,\""mode_delivery\"":\""2\"",\""merchant_id\"":487,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/487-1602836369472.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T144041Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=e15d849134d3092961920b361851351538b5507c43858995d7977e3d7890ebde\"",\""photo\"":\""487-1602836369472.png\"",\""product_category_id\"":1}]}""","100.00","1","Sun","22:41:02"
"176","8","""{\""order\"":[{\""product_id\"":1652,\""quantity\"":1,\""product_name\"":\""ikan cencaru\"",\""unit\"":\""Kg\"",\""price\"":13,\""mode_delivery\"":\""2\"",\""merchant_id\"":871,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/871-1603036856758.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201018%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201018T161452Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=45d7795c0860eeb27a0bbf26f782b4b5370bf7d6cbf9a874e4fe684239da3526\"",\""photo\"":\""871-1603036856758.png\"",\""product_category_id\"":1}]}""","13.00","0","Mon","00:15:35"
"177","11","""{\""order\"":[{\""product_id\"":1459,\""quantity\"":1,\""product_name\"":\""bakso\"",\""unit\"":\""Unit\"",\""price\"":5,\""mode_delivery\"":\""1\"",\""merchant_id\"":780,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/780-1602994088500.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T015441Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=92199f2ef433b3f0fcdbaad47c4922cb4ebc70800d310bea4e47646f6e53190b\"",\""photo\"":\""780-1602994088500.png\"",\""product_category_id\"":1}]}""","5.00","1","Mon","10:08:42"
"178","3","""{\""order\"":[{\""product_id\"":303,\""quantity\"":2,\""product_name\"":\""Mangga Susu\"",\""unit\"":\""Unit\"",\""price\"":10,\""mode_delivery\"":\""1\"",\""merchant_id\"":197,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/197-1602770496748.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T033929Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=3e3ec4e6af4aaa03b09266e825b5a4d699b49fde93a876e88cd9ad02c4cc89d7\"",\""photo\"":\""197-1602770496748.png\"",\""product_category_id\"":5},{\""product_id\"":311,\""quantity\"":2,\""product_name\"":\""Laici Susu\"",\""unit\"":\""Unit\"",\""price\"":10,\""mode_delivery\"":\""1\"",\""merchant_id\"":197,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/197-1602770825401.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T033931Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=baa9d98f1b97ba4b548fb19f17bc38b22dbe0d5dc0833234fb3b51bb7c286cf7\"",\""photo\"":\""197-1602770825401.png\"",\""product_category_id\"":5}]}""","20.00","0","Mon","11:41:10"
"179","10","""{\""order\"":[{\""product_id\"":189,\""quantity\"":2,\""product_name\"":\""Lemonib 1000ml Classic\"",\""unit\"":\""Unit\"",\""price\"":20,\""mode_delivery\"":\""1\"",\""merchant_id\"":124,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/124-1602763470454.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T044350Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=7975cc866ffd59aedc670e97f8c70db2a54f2e2dec8f635d5bc86d73cd8de590\"",\""photo\"":\""124-1602763470454.png\"",\""product_category_id\"":5}]}""","20.00","0","Mon","12:44:40"
"180","4","""{\""order\"":[{\""product_id\"":1182,\""quantity\"":0,\""product_name\"":\""Ubi Pedas\"",\""unit\"":\""Pek\"",\""price\"":0,\""mode_delivery\"":\""1\"",\""merchant_id\"":671,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/671-1602903691142.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T104819Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=4731fd284de1fe6665dac880100f4760f4ea5560a5daa90fc66f10a2b09327ae\"",\""photo\"":\""671-1602903691142.png\"",\""product_category_id\"":3}]}""","0.00","0","Mon","18:48:54"
"181","11","""{\""order\"":[{\""product_id\"":1795,\""quantity\"":1,\""product_name\"":\""Tudung Bawal Chiffon\"",\""unit\"":\""Unit\"",\""price\"":10,\""mode_delivery\"":\""1\"",\""merchant_id\"":754,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/754-1603114293996.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T134055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=958a4d88089fb46552a1c04d3414451e9e7ecbf2d675dfdd78c991aa63e14968\"",\""photo\"":\""754-1603114293996.png\"",\""product_category_id\"":4}]}""","10.00","1","Mon","21:41:53"
"182","11","""{\""order\"":[{\""product_id\"":1644,\""quantity\"":5,\""product_name\"":\""Ayam Goreng Kunyit Sambal Puaka\"",\""unit\"":\""Pek\"",\""price\"":25,\""mode_delivery\"":\""1\"",\""merchant_id\"":868,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/868-1603033221227.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T134948Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=ec17aae5e97755b93688b5dd05ecf0826123cf0b1bd9fbaaab12479887df605f\"",\""photo\"":\""868-1603033221227.png\"",\""product_category_id\"":1}]}""","25.00","1","Mon","21:50:55"
"183","11","""{\""order\"":[{\""product_id\"":1393,\""quantity\"":1,\""product_name\"":\""Set Pulut Kuning + daging dendeng\"",\""unit\"":\""Pek\"",\""price\"":11.8,\""mode_delivery\"":\""2\"",\""merchant_id\"":412,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/412-1602977496684.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201019%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201019T152117Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=2930dbc2d1dfb8da46cef1ead8a120b11193a7069eead8023b60c729fe0d50dd\"",\""photo\"":\""412-1602977496684.png\"",\""product_category_id\"":1}]}""","11.80","1","Mon","23:21:48"
